,Unnamed: 0,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Will_vote_only_large_party_int,Most_Important_Issue_Environment,Most_Important_Issue_Social,Most_Important_Issue_Education,Most_Important_Issue_Healthcare,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Other,Most_Important_Issue_Military
48,48,-0.49668701914795715,-0.7925127213735811,0.39875947955312974,0.4748385785124529,2.1178599461655447,1.6837988098096677,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49,49,-0.4022338663496,-0.5290923877600483,-0.29910511319357214,-0.02912421189160787,-0.7807055766938615,-0.3639800517235211,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,0.5605247170572857,-0.21153311661747043,-0.34435019930280114,-0.3663551747841494,0.3062564943784158,0.48280605416602296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,51,2.1383571835313635,0.6288164979043431,-2.3152504263396603,0.960051747876651,-0.4183848863364358,-0.16122360366534708,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,-0.20799096717248694,-0.5308565354443496,-0.25604566002302437,0.013117601934773855,-1.505346957408713,-0.5346763044445786,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,53,0.6460314982313972,-0.6772042586949456,-0.8272924012954197,0.5455076865962862,-1.867667647766139,-0.8559975689626418,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,54,-0.7356209169254353,0.24740440895592183,-0.6878688893829354,-0.24474265355630206,-0.7807055766938615,-0.5937804037498462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,55,-0.5751675875858588,-0.28059261221157117,0.16798344185261443,-0.3777256239971204,1.3932185654506932,0.9283718715331272,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,56,-0.13958169058016642,-0.24310023502406639,0.15821487466817327,-0.5649019719480296,1.0308978750932674,0.5153856648668634,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,-0.8860833948167323,0.5807636915125166,0.10921386748842288,-1.2516951689034588,-0.05606419597900998,0.032504240288787,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,58,1.4821865869921562,-0.4561474443781803,0.39107180120789947,-0.14988071693682584,1.0308978750932674,-0.7252513094354777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,59,-0.14409009736401546,-0.08571893994923284,-0.3671499525772889,-0.45351440431039686,1.0308978750932674,-0.08792398897636859,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,-0.8898780474218033,0.18201564759376554,-0.19971966714227804,-0.3579047048867099,-1.505346957408713,-0.8620363719834331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,61,0.6528495895460563,-0.8017287746987399,0.8383266458095189,0.6269179554172658,0.3062564943784158,1.9111449487624605,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,62,1.0126789514114407,-1.243607205530222,-0.838985487064092,1.0456779404074212,1.0308978750932674,1.2874348378261815,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,-0.8971876918658142,-0.2964450893766637,0.07524851670203674,-0.24330627034119454,-0.05606419597900998,-0.6960227914431316,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,64,0.3280412700951652,-1.0241403335404087,0.9825955409188095,0.5651309807065407,1.0308978750932674,1.4340860994532072,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,0.007036020903769021,2.3233750869553127,2.062387180991355,0.4989407327737959,-1.867667647766139,0.242657811284693,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,66,-0.38365729531574233,-0.9348946239195693,0.9781246858029397,0.5992315208889112,1.0308978750932674,1.6572016046199196,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,-0.9610135483859641,-0.005942384019259622,-0.2735784326527904,-0.6086996473527907,0.6685771847358416,0.14082980470605835,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,-0.3222975671086703,0.021641373610277292,-0.1769756392912584,-0.17552848232243828,-0.4183848863364358,-1.0134959645153705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,69,-0.8051326140957236,2.1758248585013935,2.1544879632495912,0.4204927799236857,-0.05606419597900998,0.054728553005657335,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0.882411055334963,0.5101629019297714,0.06983384318393845,-1.1476580528670353,-0.7807055766938615,-0.09058808635983513,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,-0.6528489284512219,-0.7022058944211205,-0.7128749706471764,0.45850143246895336,-1.1430262670512874,-0.7878150315905822,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,-0.6263507995079811,-0.7170679695362852,-0.541273059209676,0.4083122256549042,-0.05606419597900998,-0.7897386453921359,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73,73,2.320732031258286,-2.0798183588343537,-0.9962523728199177,4.062351265654703,0.6685771847358416,-3.621618262342075,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,74,-0.8881451098135489,-0.295541327382797,0.4008056830990145,-0.4174430706045673,-0.7807055766938615,-0.5084919930496651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,75,-0.9420218152583623,-0.8475772642906955,-0.9103538304844646,0.6522679247710242,-1.505346957408713,-0.6522818742198433,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,0.197450196780784,2.1825932500988885,1.9136066397058111,0.2981635449775696,-1.1430262670512874,-0.015544014059756915,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,77,2.070490923533651,2.7266828612106755,1.8456031293568746,1.058742600589944,0.3062564943784158,1.4297605507184477,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,78,-0.6234494398079815,-0.85023273128349,-0.8466774294622339,0.6821614765282419,-1.505346957408713,-0.8207039946826468,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,-1.004695676903065,-1.012457860537822,0.761533735958109,0.5970379111925976,-0.4183848863364358,1.5554571448934975,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,0.11994814349827922,-0.8512084341984886,-0.41931693325880487,0.39438266764900903,-1.867667647766139,-0.5735691300535397,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,81,3.110666897795169,-1.0336799168667918,-0.8115538818389547,0.8567283506198867,0.3062564943784158,1.318309491919959,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,82,1.825838624005491,2.585510475394959,-1.6046254105008435,3.5581966715070674,1.0308978750932674,-4.354134422670394,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83,83,1.1058988563556917,-1.0602640743290168,-0.9982311473335932,0.9433586576081564,0.3062564943784158,-0.8350007417497847,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,84,-0.6770392998085712,2.3602340639268418,2.3108615507608845,0.6714189469777296,0.3062564943784158,0.2308129730965522,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,85,0.590843032784897,-0.131747385080274,-0.6357976119230767,-0.26300864538615704,1.3932185654506932,0.2864104677436998,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,86,-0.7445895036218131,-0.3522623806055046,-0.4635604070065546,-0.18117538820125992,0.6685771847358416,-0.028186394575194132,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,87,0.31409961453533014,-0.8460055233691903,-0.8350935049990156,0.6743603194782534,-1.1430262670512874,-0.8248738813543851,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,88,-0.5126454490718568,0.87877985538086,0.026766949488236626,-1.1621238167318255,-0.7807055766938615,0.03719370717269769,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,89,-0.7018316656461354,2.4072258833907387,1.9837994741763099,0.5500687712142802,-0.05606419597900998,-0.03543502497607563,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,90,0.5610221475767855,-0.7269920070018995,-1.17256404362445,0.6574615468966993,-1.1430262670512874,0.8972486683398694,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,91,1.4635426260102797,-1.0255256065004787,0.038526408696116315,3.01752091456724,-0.05606419597900998,-4.254918438218211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,92,-0.6721852283216093,-1.0946320714853848,0.4267181116371803,0.743338723115083,1.0308978750932674,1.6215014551217197,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,93,0.5815445079848378,-0.01678310431097505,-0.38312931202341644,0.05073985840446048,-1.867667647766139,-1.1715613355910919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,94,2.3498644746504755,-2.4363097698495126,2.3172775661992793,3.2738159842770678,0.6685771847358416,-3.0559636852682175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,95,0.34122634269755786,2.3669897349549105,1.6495310686866071,0.34761905620458733,-0.4183848863364358,0.13408270591441476,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,96,0.2545073433593699,-0.5848302538274349,-0.41820288521798243,0.16916825152346882,-1.1430262670512874,-0.6265989443207748,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,97,0.09205577021383071,0.6347457984234153,0.44134991404445045,-1.564078706399924,-0.7807055766938615,0.10358395601771633,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,98,-0.7873948472236357,-0.6492350797654804,-0.6449144895259719,0.41056648156169695,-0.05606419597900998,-0.8131699609628599,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
99,99,-0.2642870385446523,-0.2912951092496911,0.1994592768660862,-0.4813197360598362,1.0308978750932674,-0.16290025606980932,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,100,-0.9824289014080869,-0.4602054542815653,-0.2403859232818225,-0.09648401473364153,-0.7807055766938615,0.8436385709512966,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,101,-0.37347060194325277,-0.1499478458766559,0.20658792226850045,-0.28343261574375817,-1.505346957408713,-0.8825758423669772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,102,-0.7335075182002568,-0.8708901233364642,0.5820814307305048,0.2902041920836989,1.7555392558081189,1.2272346722274028,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,103,-0.47400273937642023,0.4525376458245332,0.53671012613485,-1.4172145725241094,-0.4183848863364358,0.002497030711743158,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,104,1.2906779141063427,-1.2120471770480306,1.1566331212541863,0.6134094635357477,0.3062564943784158,-0.5998234523089341,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,105,-0.10685045433941859,-0.6811106634423129,-0.5335164842768579,0.4004217425804876,-1.505346957408713,-0.8493671745852093,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106,-1.0544940639161389,-1.1977997969815204,0.33811624020959447,0.786143649415387,0.6685771847358416,1.5496228386774247,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,107,-0.37817880631575085,0.34344620388160174,1.0574502308020588,-0.776549093543402,-1.867667647766139,-0.6440645943260935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
108,108,0.2897597931376895,-0.7902175698656373,1.0461473024821661,0.5805223258876887,0.3062564943784158,1.8199192034067657,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,109,-0.3439312080150638,-0.09468920948711947,0.3370754051527242,-0.5809879662197139,-1.505346957408713,0.6259898060039569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,110,-0.2448020098791482,-0.8814410206520538,-0.8358407078148627,0.568831811274267,0.3062564943784158,0.8091133626648097,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
111,111,-0.49043085039635936,-0.38231653677742433,-0.3139484112682054,-0.05658736265116369,-0.4183848863364358,-0.6184522195636736,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
112,112,-0.6655519535355262,0.7199307099857929,-0.1774883841416248,-0.9621125532378045,-0.05606419597900998,-0.14582013777943068,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
113,113,0.2830954746743623,1.2349227404137748,-0.1296303525160045,-0.8223996161721318,-0.4183848863364358,-0.04968054745945879,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,114,-1.0478580435768352,-1.1962977482937158,0.6476586494145435,0.7321190391725879,0.6685771847358416,1.4706566929731824,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,115,-0.6088464501413355,0.004228672963826863,-0.8330529904111985,-0.20006197730202,0.6685771847358416,0.053670017823247644,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,116,-0.8191927794086793,-0.25072663089223707,-0.38575289295434373,-0.22771640430685744,0.6685771847358416,-0.3739986840462443,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,117,0.03324405059788308,2.368593074708539,2.320784878154409,0.6941474456175372,-1.1430262670512874,0.4299139915000325,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,118,-1.0674206637584804,0.20392999848119295,-0.32430958972165264,-0.7111760173554583,1.0308978750932674,0.018275720219292003,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,119,-0.5467253162399826,-0.8140329535007171,0.8760897207002678,0.3223838990893725,2.1178599461655447,1.381429593250195,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,120,-0.46575840623260434,0.45548137250160325,-0.3155843487547954,-0.8165778732193942,-0.7807055766938615,-0.09531323694707944,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,121,-0.7229260954457932,0.10781407837258195,-0.9827091582093752,-0.14058035162508203,-1.1430262670512874,0.23659919053318762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,122,-0.45724931559164345,-0.6614375995769434,-0.5040443760957811,0.2004856427652098,-0.7807055766938615,-0.400003708477074,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,123,-0.26603604318155166,-0.5166864863181374,-0.5696021472477527,0.16089825220289813,-0.4183848863364358,0.9749966162307107,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,124,-0.5346472027539617,0.7769937919045353,0.4397058865861399,-1.548642145674452,-1.1430262670512874,0.07036265568739931,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,0.9036917601839772,0.36144957502555336,0.0256684523000769,-0.10440303010129746,-0.7807055766938615,-1.371507977733779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
126,126,1.1612105169150775,-0.15614242863942948,-1.6617428092756095,0.8732359090100991,2.1178599461655447,1.5033238621455,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,127,-0.5733959802883191,0.18042867195074921,0.06665188457270121,-0.9696447474914252,1.3932185654506932,0.061783803281381236,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,128,-0.5184875132411573,-0.1566780183261536,-0.41839286578681734,-0.09446073065974528,0.6685771847358416,-0.7818919328420078,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,129,-1.0447552456542404,-0.7356217855205903,0.8927227374541077,0.3439696531441282,1.0308978750932674,1.5469661042177492,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,130,-0.0719152430831329,0.1789886845521721,-0.059011057502919385,-0.7168731151438519,0.3062564943784158,0.821795674263758,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,131,-0.8261719906074853,0.2869191137276265,-0.7470281607673717,-0.42073921968132355,1.0308978750932674,0.15593021283290978,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,132,0.159652574182341,-0.44268950030425425,-0.5439292840391939,0.032895497748001844,-0.05606419597900998,-0.414505351116411,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
133,133,-0.2003943989339629,-0.10178171712622901,0.053698871493602966,-0.35988025930577644,-0.7807055766938615,-0.7546046499374977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
134,134,1.018990310206675,0.10499799129252015,-4.210851253608762,3.1417809971110287,-0.05606419597900998,2.2181624569309615,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,1.4772201031567935,0.27604007182787144,-0.05188587258445541,-0.5281780933501258,1.0308978750932674,-0.7001959714001083,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
136,136,-0.4954742138227074,0.5465406644482504,0.001139802471420689,-1.1339601890984783,-0.05606419597900998,-0.020078476432567157,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137,137,0.13330081488896847,-0.06520346980211836,-0.14079105106827217,-0.6412542393484232,1.0308978750932674,0.17301648577240664,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,138,-0.6472474987127207,-1.2427672854569152,0.5239195561207973,0.848866755676542,0.6685771847358416,1.611075693174266,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
